url,Beds,Baths,Square FT,Pricing,Address
https://rentals.ca/ottawa/45-frank-street,3 ,1.5 ,1300 ,$2950,"45 Frank Street - Ottawa, ON"
https://rentals.ca/ottawa/291-lyon-street-north,1 ,1 ,N/A,$1600,"291 Lyon Street North - Ottawa, ON"
https://rentals.ca/ottawa/1126-cyrville-road,2.5 ,1 ,1050 ,$1750,"1126 Cyrville Road - Ottawa, ON"
https://rentals.ca/ottawa/817-weston-drive,2 ,2 ,1250 ,$2100,"817 Weston Drive - Ottawa, ON"
https://rentals.ca/ottawa/199-slater-street-7,0.5 ,1 ,470 ,$1500,"199 Slater Street - Ottawa, ON"
https://rentals.ca/ottawa/125-mancini-way,3 ,2.5 ,1850 ,$2450,"125 Mancini Way - Ottawa, ON"
https://rentals.ca/ottawa/229-percy-street,3 ,1.5 ,1200 ,$2650,"229 Percy Street - Ottawa, ON"
https://rentals.ca/ottawa/1907-march-road,3 ,2.5 ,N/A,$2390,"1907 March Road - Ottawa, ON"
https://rentals.ca/ottawa/204-mountain-sorrel-way-1,3 ,2.5 ,1768 ,$2500,"204 Mountain Sorrel Way - Ottawa, ON"
https://rentals.ca/ottawa/117-henderson-avenue,3 ,1 ,850 ,$2200,"117 Henderson Avenue - Ottawa, ON"
https://rentals.ca/ottawa/625-crevier-cours,3 ,3.5 ,2052 ,$2695,"625 Crevier Cours - Ottawa, ON"
https://rentals.ca/ottawa/589-via-mattino-way,3 ,2.5 ,1862 ,$2300,"589 Via Mattino Way - Ottawa, ON"
https://rentals.ca/ottawa/468-besserer-street,2 ,1 ,850 ,$2495,"468 Besserer Street - Ottawa, ON"
https://rentals.ca/ottawa/336-wabasso-lane,3 ,2.5 ,1800 ,$2350,"336 Wabasso Lane - Ottawa, ON"
https://rentals.ca/ottawa/218-maclaren-street,1 ,1 ,425 ,$1589,"218 MacLaren Street - Ottawa, ON"
https://rentals.ca/ottawa/1017-keeper-heights,3.5 ,4 ,1900 ,$2650,"1017 Keeper Heights - Ottawa, ON"
https://rentals.ca/ottawa/149-yearling-circle,4 ,2.5 ,1900 ,$2400,"149 Yearling Circle - Ottawa, ON"
https://rentals.ca/ottawa/473-beatrice-drive,3 ,2.5 ,2300 ,$2550,"473 Beatrice Drive - Ottawa, ON"
https://rentals.ca/ottawa/1267-thames-street,2 ,1 ,2000 ,$2295,"1267 Thames Street - Ottawa, ON"
https://rentals.ca/ottawa/harper-avenue,2 ,2.5 ,1600 ,$2700,"Harper Avenue - Ottawa, ON"
https://rentals.ca/ottawa/371-nelson-st,3 ,1.5 ,1300 ,$2400,"371 Nelson St - Ottawa, ON"
https://rentals.ca/ottawa/1005-parabolica-way,4 ,2.5 ,2200 ,$3000,"1005 Parabolica Way - Ottawa, ON"
https://rentals.ca/ottawa/412-tremblay-road,5 ,2 ,2000 ,$3000,"412 Tremblay Road - Ottawa, ON"
https://rentals.ca/ottawa/171-avon-lane,3 ,2 ,1400 ,$3100,"171 Avon Lane - Ottawa, ON"
https://rentals.ca/ottawa/195-besserer-street-2,2 ,1 ,800 ,$2450,"195 Besserer Street - Ottawa, ON"
https://rentals.ca/ottawa/109-dalhousie-street,3 ,1 ,2200 ,$1975,"109 Dalhousie Street - Ottawa, ON"
https://rentals.ca/ottawa/309-cyr-avenue,1 ,1 ,N/A,$1250,"309 Cyr Avenue - Ottawa, ON"
https://rentals.ca/ottawa/101-queen-street-3,1 ,1 ,900 ,$2800,"101 Queen Street - Ottawa, ON"
https://rentals.ca/ottawa/246-rochester-street,1 ,1 ,550 ,$1700,"246 Rochester Street - Ottawa, ON"
https://rentals.ca/ottawa/16-castlegreen-private,3 ,1.5 ,1320 ,$2500,"16 Castlegreen Private - Ottawa, ON"
https://rentals.ca/ottawa/14-pewee-place,3 ,2.5 ,N/A,$2200,"14 Pewee Place - Ottawa, ON"
https://rentals.ca/ottawa/1756-cuba-avenue,1 ,1 ,500 ,$1525,"1756 Cuba Avenue - Ottawa, ON"
https://rentals.ca/ottawa/285-mcarthur-avenue,4 ,1 ,1400 ,$2600,"285 McArthur Avenue - Ottawa, ON"
https://rentals.ca/ottawa/475-laurier-avenue-west-1,0 ,1 ,450 ,$1900,"475 Laurier Avenue West - Ottawa, ON"
https://rentals.ca/ottawa/250-russell-avenue,5 ,2 ,1500 ,$4625,"250 Russell Avenue - Ottawa, ON"
https://rentals.ca/ottawa/206-bradley-avenue,5 ,3 ,2000 ,$4250,"206 Bradley Avenue - Ottawa, ON"
https://rentals.ca/ottawa/110-gloucester-street,0 ,1 ,250 ,$1195,"110 Gloucester Street - Ottawa, ON"
https://rentals.ca/ottawa/145-yearling-circle,3 ,2.5 ,1650 ,$2250,"145 Yearling Circle - Ottawa, ON"
https://rentals.ca/ottawa/300-besserer-street-1,2 ,1 ,820 ,$1795,"300 Besserer Street - Ottawa, ON"
https://rentals.ca/ottawa/52-oasis-private-1,3 ,2.5 ,N/A,$2395,"52 Oasis Private - Ottawa, ON"
https://rentals.ca/ottawa/205-bolton-street-3,1 ,1 ,800 ,$2100,"205 Bolton Street - Ottawa, ON"
https://rentals.ca/ottawa/45-saint-andrew-street,2 ,1 ,N/A,$2300,"45 Saint Andrew Street - Ottawa, ON"
https://rentals.ca/ottawa/ogilvie-road,2 ,1 ,150 ,$800,"Ogilvie Road - Ottawa, ON"
https://rentals.ca/ottawa/239-york-street,3 ,1.5 ,1500 ,$3190,"239 York Street - Ottawa, ON"
https://rentals.ca/ottawa/108-king-edward-avenue,2 ,1 ,900 ,$2050,"108 King Edward Avenue - Ottawa, ON"
https://rentals.ca/ottawa/jolliet-avenue-2,2 ,1 ,950 ,$2250,"Jolliet Avenue - Ottawa, ON"
https://rentals.ca/ottawa/511-hitzlay-terrace,3 ,2.5 ,2136 ,$2490,"511 Hitzlay Terrace - Ottawa, ON"
https://rentals.ca/ottawa/carlsen-avenue,5 ,4 ,150 ,$975,"Carlsen Avenue - Ottawa, ON"
https://rentals.ca/ottawa/673-white-alder-avenue,3 ,4 ,N/A,$2600,"673 White Alder Avenue - Ottawa, ON"
https://rentals.ca/ottawa/142-cathcart-street-1,3 ,2 ,N/A,$2650,"142 Cathcart Street - Ottawa, ON"
https://rentals.ca/ottawa/2030-leinster-circle,3 ,2.5 ,1600 ,$2100,"2030 Leinster Circle - Ottawa, ON"
https://rentals.ca/ottawa/628-moorpark-avenue,3 ,2.5 ,1980 ,$2300,"628 Moorpark Avenue - Ottawa, ON"
https://rentals.ca/ottawa/105-champagne-avenue-south-1,1 ,1 ,N/A,$1700,"105 Champagne Avenue South - Ottawa, ON"
https://rentals.ca/ottawa/28-brixton-way,3 ,2.5 ,1765 ,$2350,"28 Brixton Way - Ottawa, ON"
https://rentals.ca/ottawa/266-paseo-private,2 ,2 ,1400 ,$2000,"266 Paseo Private - Ottawa, ON"
https://rentals.ca/ottawa/2537-flannery-drive,1 ,2 ,100 ,$950,"2537 Flannery Drive - Ottawa, ON"
https://rentals.ca/ottawa/204-mountain-sorrel-way,3 ,2.5 ,1768 ,$2500,"204 Mountain Sorrel Way - Ottawa, ON"
https://rentals.ca/ottawa/1701-kilborn-avenue,1 - 2 ,1 ,650 - 800 ,$1450 - $1850,"1701 Kilborn Avenue - Ottawa, ON"
https://rentals.ca/ottawa/3885-strandherd-drive,2 ,1.5 ,2050 ,$1990,"3885 Strandherd Drive - Ottawa, ON"
https://rentals.ca/ottawa/56-sweetnam-drive-1,2.5 ,2 ,1315 ,$2150,"56 Sweetnam Drive - Ottawa, ON"
https://rentals.ca/ottawa/312-cooper-street-1,0 ,1 ,300 ,$950,"312 Cooper Street - Ottawa, ON"
https://rentals.ca/ottawa/12-hamilton-avenue-north-2,1 - 2 ,1 ,500 - 826 ,$1745 - $2195,"12 Hamilton Avenue North - Ottawa, ON"
https://rentals.ca/ottawa/1434-lassiter-terrace-1,3 ,2.5 ,1100 ,$2100,"1434 Lassiter Terrace - Ottawa, ON"
https://rentals.ca/ottawa/1434-lassiter-terrace,3 ,2.5 ,1100 ,$2100,"1434 Lassiter Terrace - Ottawa, ON"
https://rentals.ca/ottawa/55-shirleys-brook-drive,4 ,3 ,N/A,$2850,"55 Shirley's Brook Drive - Ottawa, ON"
https://rentals.ca/ottawa/555-recolte-private,2 ,2 ,834 ,$2187,"555 Recolte Private - Ottawa, ON"
https://rentals.ca/ottawa/447-roosevelt-avenue,3 ,3.5 ,2100 ,$4150,"447 Roosevelt Avenue - Ottawa, ON"
https://rentals.ca/ottawa/440-roosevelt-avenue,4.5 ,3.5 ,2300 ,$5150,"440 Roosevelt Avenue - Ottawa, ON"
https://rentals.ca/ottawa/39-laval-street,3 ,2.5 ,1500 ,$3250,"39 Laval Street - Ottawa, ON"
https://rentals.ca/ottawa/803-indica-street,3 ,2.5 ,N/A,$2400,"803 Indica Street - Ottawa, ON"
https://rentals.ca/ottawa/2625-regina-street,2 ,2 ,N/A,$2300,"2625 Regina Street - Ottawa, ON"
https://rentals.ca/ottawa/350-montgomery-street,1 ,2 ,N/A,$1021,"350 Montgomery Street - Ottawa, ON"
https://rentals.ca/ottawa/8-hartin-street,3 ,1 ,1400 ,$2200,"8 Hartin Street - Ottawa, ON"
https://rentals.ca/ottawa/149-clare-street,3 ,1 ,N/A,$2700,"149 Clare Street - Ottawa, ON"
https://rentals.ca/ottawa/158-mcarthur-avenue-5,2 ,2 ,200 ,$2150,"158 McArthur Avenue - Ottawa, ON"
https://rentals.ca/ottawa/218-viewmount-drive,2 ,1 ,800 ,$1890,"218 Viewmount Drive - Ottawa, ON"
https://rentals.ca/ottawa/416-clarence-street,5 ,2 ,2000 ,$3600,"416 Clarence Street - Ottawa, ON"
https://rentals.ca/ottawa/1024-kijik-crescent,4 ,2.5 ,2250 ,$2999,"1024 Kijik Crescent - Ottawa, ON"
https://rentals.ca/ottawa/70-gloucester-street-1,2 ,1 ,900 ,$2525,"70 Gloucester Street - Ottawa, ON"
https://rentals.ca/ottawa/386-chapel-street,1 ,1 ,N/A,$850,"386 Chapel Street - Ottawa, ON"
https://rentals.ca/ottawa/394-winston-avenue,2.5 ,2 ,1800 ,$3300,"394 Winston Avenue - Ottawa, ON"
https://rentals.ca/ottawa/hime-crescent,3 ,0 ,2600 ,$1300,"Hime Crescent - Ottawa, ON"
https://rentals.ca/ottawa/429-kent-street,1 ,1 ,525 ,$1850,"429 Kent Street - Ottawa, ON"
https://rentals.ca/ottawa/327-catherine-street,0 ,1 ,359 ,$1500,"327 Catherine Street - Ottawa, ON"
https://rentals.ca/ottawa/234-rideau-street-1,1 ,1 ,650 ,$2500,"234 Rideau Street - Ottawa, ON"
https://rentals.ca/ottawa/121-hopewell-avenue,2 ,1 ,762 ,$1150,"121 Hopewell Avenue - Ottawa, ON"
https://rentals.ca/ottawa/20-the-driveway,2 ,2 ,1100 ,$3000,"20 The Driveway - Ottawa, ON"
https://rentals.ca/ottawa/199-slater-street-6,0 ,1 ,415 ,$1995,"199 Slater Street - Ottawa, ON"
https://rentals.ca/ottawa/115-daly-avenue,1 ,1 ,600 ,$1525,"115 Daly Avenue - Ottawa, ON"
https://rentals.ca/ottawa/102-c-craig-henry-drive,4 ,2.5 ,N/A,$3000,"102 C Craig Henry Drive - Ottawa, ON"
https://rentals.ca/ottawa/114-forestbrook-street,3 ,2.5 ,1600 ,$2250,"114 Forestbrook Street - Ottawa, ON"
https://rentals.ca/ottawa/1884-savoy-place-1,3 ,1 ,1200 ,$825,"1884 Savoy Place - Ottawa, ON"
https://rentals.ca/ottawa/205-bolton-street-2,1 ,1 ,700 ,$2100,"205 Bolton Street - Ottawa, ON"
https://rentals.ca/ottawa/203-lapland-private-1,2 ,2.5 ,1270 ,$2000,"203 Lapland Private - Ottawa, ON"
https://rentals.ca/ottawa/400-rue-oconnor-street,1 ,1 ,1000 ,$1525,"400 Rue O'Connor Street - Ottawa, ON"
https://rentals.ca/ottawa/33-hazel-street,2 ,1 ,850 ,$2125,"33 Hazel Street - Ottawa, ON"
https://rentals.ca/ottawa/365-wilmont-avenue,1 ,1 ,740 ,$1980,"365 Wilmont Avenue - Ottawa, ON"
https://rentals.ca/ottawa/274-murray-street,2 ,1 ,1500 ,$2400,"274 Murray Street - Ottawa, ON"
https://rentals.ca/ottawa/1225-saint-paul-avenue,2 ,1 ,750 ,$2100,"1225 Saint Paul Avenue - Ottawa, ON"
https://rentals.ca/ottawa/4-capital-park,3 ,2.5 ,1800 ,$3700,"4 Capital Park - Ottawa, ON"
https://rentals.ca/ottawa/696-moonflower-crescent-1,4.5 ,4 ,3025 ,$3300,"696 Moonflower Crescent - Ottawa, ON"
https://rentals.ca/ottawa/633-center-street,1 ,1 ,700 ,$1465,"633 Center Street - Ottawa, ON"
https://rentals.ca/ottawa/360-cumberland-street-2,2 ,1 ,805 ,$2495,"360 Cumberland Street - Ottawa, ON"
https://rentals.ca/ottawa/1112-blanding-street,4 ,4.5 ,2800 ,$3800,"1112 Blanding Street - Ottawa, ON"
https://rentals.ca/ottawa/157-mattingly-way,3 ,2.5 ,2100 ,$2300,"157 Mattingly Way - Ottawa, ON"
https://rentals.ca/ottawa/121-parkdale-avenue,1 ,1 ,550 ,$2010,"121 Parkdale Avenue - Ottawa, ON"
https://rentals.ca/ottawa/556-rue-oconnor-street,2 ,1.5 ,1250 ,$3000,"556 Rue O'Connor Street - Ottawa, ON"
https://rentals.ca/ottawa/266-byron-avenue,2 ,2 ,1100 ,$2600,"266 Byron Avenue - Ottawa, ON"
https://rentals.ca/ottawa/1-birchwood-drive,3 ,1 ,1200 ,$2600,"1 Birchwood Drive - Ottawa, ON"
https://rentals.ca/ottawa/43-park-avenue,2 ,1 ,850 ,$2775,"43 Park Avenue - Ottawa, ON"
https://rentals.ca/ottawa/31-desjardins-avenue-1,2 ,1 ,1300 ,$1769,"31 Desjardins Avenue - Ottawa, ON"
https://rentals.ca/ottawa/718-rouncey-road,3.5 ,2.5 ,1600 ,$2500,"718 Rouncey Road - Ottawa, ON"
https://rentals.ca/ottawa/201-maclaren-street,1 ,1 ,401 ,$1850,"201 MacLaren Street - Ottawa, ON"
https://rentals.ca/ottawa/805-maplewood-avenue,2 ,2 ,825 ,$2250,"805 Maplewood Avenue - Ottawa, ON"
https://rentals.ca/ottawa/670-borthwick-avenue,1 ,1 ,750 ,$1390,"670 Borthwick Avenue - Ottawa, ON"
https://rentals.ca/ottawa/1229-cavallo-street,3 ,2.5 ,2114 ,$2300,"1229 Cavallo Street - Ottawa, ON"
https://rentals.ca/ottawa/228-pembina-private,2 ,2 ,1400 ,$2200,"228 Pembina Private - Ottawa, ON"
https://rentals.ca/ottawa/872-stallion-crescent,5 ,3.5 ,2400 ,$3800,"872 Stallion Crescent - Ottawa, ON"
https://rentals.ca/ottawa/857-blackcomb-private,1.5 ,1 ,729 ,$2000,"857 Blackcomb Private - Ottawa, ON"
https://rentals.ca/ottawa/640-tranquil-stream-private,3 ,2.5 ,2098 ,$2450,"640 Tranquil Stream Private - Ottawa, ON"
https://rentals.ca/ottawa/1658-baseline-rd,1 ,2.5 ,N/A,$750,"1658 Baseline Rd - Ottawa, ON"
https://rentals.ca/ottawa/929-bronson-avenue,3 ,1 ,N/A,$2595,"929 Bronson Avenue - Ottawa, ON"
https://rentals.ca/ottawa/33-hazel-street-1,2 ,1 ,850 ,$2050,"33 Hazel Street - Ottawa, ON"
https://rentals.ca/ottawa/1079-north-river-road,2 ,1 ,950 ,$2300,"1079 North River Road - Ottawa, ON"
https://rentals.ca/ottawa/199-cresthaven-drive,4 ,3.5 ,2380 ,$2800,"199 Cresthaven Drive - Ottawa, ON"
https://rentals.ca/ottawa/603-shelley-avenue-1,3 ,1 ,980 ,$2150,"603 Shelley Avenue - Ottawa, ON"
https://rentals.ca/ottawa/203-catherine-street,1 ,1 ,N/A,$1845,"203 Catherine Street - Ottawa, ON"
https://rentals.ca/ottawa/150-greenfield-avenue,1 ,1 ,550 ,$1875,"150 Greenfield Avenue - Ottawa, ON"
https://rentals.ca/ottawa/520-galmoy-way,2 ,1.5 ,N/A,$2000,"520 Galmoy Way - Ottawa, ON"
https://rentals.ca/ottawa/des-sapins-gardens,4 ,2.5 ,3200 ,$3750,"Des Sapins Gardens - Ottawa, ON"
https://rentals.ca/ottawa/305-metcalfe-street-1,0 ,1 ,400 ,$1500,"305 Metcalfe Street - Ottawa, ON"
https://rentals.ca/ottawa/141-yearling-circle-1,3 ,3 ,N/A,$2500,"141 Yearling Circle - Ottawa, ON"
https://rentals.ca/ottawa/107-mccurdy-drive-1,2 ,2 ,N/A,$2395,"107 McCurdy Drive - Ottawa, ON"
https://rentals.ca/ottawa/1700-aspen-village-circle,3 ,2.5 ,N/A,$2295,"1700 Aspen Village Circle - Ottawa, ON"
https://rentals.ca/ottawa/995-bunchberry-way,3 ,2.5 ,N/A,$2350,"995 Bunchberry Way - Ottawa, ON"
https://rentals.ca/ottawa/1084-millwood-court,3 ,4 ,1350 ,$2200,"1084 Millwood Court - Ottawa, ON"
https://rentals.ca/ottawa/50-larkin-drive,2 ,1 ,1500 ,$2000,"50 Larkin Drive - Ottawa, ON"
https://rentals.ca/ottawa/203-lapland-private,2 ,2.5 ,1270 ,$2000,"203 Lapland Private - Ottawa, ON"
https://rentals.ca/ottawa/tribeca-private,2 ,2 ,N/A,$2000,"Tribeca Private - Ottawa, ON"
https://rentals.ca/ottawa/mattingly-way,1 ,1 ,N/A,$800,"Mattingly Way - Ottawa, ON"
https://rentals.ca/ottawa/200-rideau-street-5,2 ,2 ,N/A,$2600,"200 Rideau Street - Ottawa, ON"
https://rentals.ca/ottawa/118-lower-charlotte-street,2 ,2 ,1100 ,$2699,"118 Lower Charlotte Street - Ottawa, ON"
https://rentals.ca/ottawa/1296-randall-avenue,3 ,2 ,1300 ,$3300,"1296 Randall Avenue - Ottawa, ON"
https://rentals.ca/ottawa/349-crossway-terrace,3 ,2.5 ,1643 ,$2250,"349 Crossway Terrace - Ottawa, ON"
https://rentals.ca/ottawa/37-poole-creek-crescent-1,2 ,1 ,800 ,$1800,"37 Poole Creek Crescent - Ottawa, ON"
https://rentals.ca/ottawa/356-wood-acres-grove,3 ,3 ,1950 ,$2595,"356 Wood Acres Grove - Ottawa, ON"
https://rentals.ca/ottawa/2760-carousel-crescent,2 ,2 ,1100 ,$2200,"2760 Carousel Crescent - Ottawa, ON"
https://rentals.ca/ottawa/55-adeline-street,1 ,1 ,900 ,$1400,"55 Adeline Street - Ottawa, ON"
https://rentals.ca/ottawa/21-perkins-street,4 ,2 ,700 ,$4000,"21 Perkins Street - Ottawa, ON"
https://rentals.ca/ottawa/131-wurtemburg-street,2.5 ,2 ,1800 ,$3975,"131 Wurtemburg Street - Ottawa, ON"
https://rentals.ca/ottawa/131-alamo-street-1,3.5 ,2.5 ,2039 ,$2349,"131 Alamo Street - Ottawa, ON"
https://rentals.ca/ottawa/1100-hollington-street,3 ,2 ,N/A,$2100,"1100 Hollington Street - Ottawa, ON"
https://rentals.ca/ottawa/102-saint-andrew-street,3 ,2 ,1425 ,$2400,"102 Saint Andrew Street - Ottawa, ON"
https://rentals.ca/ottawa/74-stewart-street,1 ,1 ,600 ,$1795,"74 Stewart Street - Ottawa, ON"
https://rentals.ca/ottawa/2493-watercolours-way,3 ,2.5 ,2117 ,$2500,"2493 Watercolours Way - Ottawa, ON"
https://rentals.ca/ottawa/1264-sherman-drive-1,4 ,2 ,1200 ,$3399,"1264 Sherman Drive - Ottawa, ON"
https://rentals.ca/ottawa/300-lisgar-street-2,1 ,1 ,N/A,$1745,"300 Lisgar Street - Ottawa, ON"
https://rentals.ca/ottawa/424-wisteria-crescent,3 ,2.5 ,N/A,$2500,"424 Wisteria Crescent - Ottawa, ON"
https://rentals.ca/ottawa/809-crossgate-street,4 ,3.5 ,3065 ,$3200,"809 Crossgate Street - Ottawa, ON"
https://rentals.ca/ottawa/224-lyon-street-north-2,0 ,0 ,N/A,$1950,"224 Lyon Street North - Ottawa, ON"
https://rentals.ca/ottawa/516-borbridge-avenue,3 ,3 ,2112 ,$2400,"516 Borbridge Avenue - Ottawa, ON"
https://rentals.ca/ottawa/923-markwick-crescent,3 ,1.5 ,1650 ,$2190,"923 Markwick Crescent - Ottawa, ON"
https://rentals.ca/ottawa/345-centrum-boulevard,2 ,1 ,800 ,$1750,"345 Centrum Boulevard - Ottawa, ON"
https://rentals.ca/ottawa/106-king-edward-avenue-1,1 ,1 ,450 ,$1470,"106 King Edward Avenue - Ottawa, ON"
https://rentals.ca/ottawa/60-sweetnam-drive-3,2 ,2 ,1315 ,$2125,"60 Sweetnam Drive - Ottawa, ON"
https://rentals.ca/ottawa/171-hickstead-way-1,4 ,3 ,N/A,$3300,"171 Hickstead Way - Ottawa, ON"
https://rentals.ca/ottawa/3055-richmond-road,3.5 ,1 ,1450 ,$2000,"3055 Richmond Road - Ottawa, ON"
https://rentals.ca/ottawa/137-elm-street-1,1 ,1 ,N/A,$1350,"137 Elm Street - Ottawa, ON"
https://rentals.ca/ottawa/145-crevasse-road,4 ,2.5 ,2600 ,$2900,"145 Crevasse Road - Ottawa, ON"
https://rentals.ca/ottawa/106-king-edward-avenue,1 ,1 ,450 ,$1470,"106 King Edward Avenue - Ottawa, ON"
https://rentals.ca/ottawa/705-beauparc-private,1 ,1 ,581 ,$2250,"705 Beauparc Private - Ottawa, ON"
https://rentals.ca/ottawa/360-cumberland-street-5,0 ,1 ,400 ,$1400,"360 Cumberland Street - Ottawa, ON"
https://rentals.ca/ottawa/1903-hawker-private,3 ,2.5 ,1850 ,$2100,"1903 Hawker Private - Ottawa, ON"
https://rentals.ca/ottawa/1035-bank-street,1.5 ,1.5 ,575 ,$2395,"1035 Bank Street - Ottawa, ON"
https://rentals.ca/ottawa/90-landry-street-unit907,2 ,2 ,N/A,$2600,"90 LANDRY STREET UNIT#907 - Ottawa, ON"
https://rentals.ca/ottawa/58-stevenson-avenue,4 ,3 ,N/A,$4500,"58 STEVENSON AVENUE - Ottawa, ON"
https://rentals.ca/ottawa/211-besserer-street-unit2809,2 ,1 ,N/A,$2700,"211 BESSERER STREET UNIT#2809 - Ottawa, ON"
https://rentals.ca/ottawa/6847-south-village-drive,5 ,3 ,N/A,$3200,"6847 SOUTH VILLAGE DRIVE - Ottawa, ON"
https://rentals.ca/ottawa/1020-keeper-heights-1,4 ,4 ,N/A,$2699,"1020 KEEPER HEIGHTS - Ottawa, ON"
https://rentals.ca/ottawa/136-angelonia-crescent,3 ,2.5 ,2155 ,$2450,"136 Angelonia Crescent - Ottawa, ON"
https://rentals.ca/ottawa/467-slater-street,2 ,1 ,950 ,$2299,"467 Slater Street - Ottawa, ON"
https://rentals.ca/ottawa/467-slater-street-3,1 ,1 ,N/A,$1699,"467 Slater Street - Ottawa, ON"
https://rentals.ca/ottawa/558-gilmour-street,3 ,1 ,N/A,$2700,"558 Gilmour Street - Ottawa, ON"
https://rentals.ca/ottawa/25-goulburn-avenue,1 ,1 ,650 ,$1700,"25 Goulburn Avenue - Ottawa, ON"
https://rentals.ca/ottawa/805-carling-avenue-2,2 ,2 ,1100 ,$3200,"805 Carling Avenue - Ottawa, ON"
https://rentals.ca/ottawa/256-rideau-street-unit2804,0 ,1 ,N/A,$2150,"256 RIDEAU STREET UNIT#2804 - Ottawa, ON"
https://rentals.ca/ottawa/76-macdonald-street,2 ,2 ,N/A,$3500,"76 MACDONALD STREET - Ottawa, ON"
https://rentals.ca/ottawa/2014-postilion-street,4 ,3 ,N/A,$3000,"2014 POSTILION STREET - Ottawa, ON"
https://rentals.ca/ottawa/1729-trappist-lane,3 ,1.5 ,1600 ,$650,"1729 Trappist Lane - Ottawa, ON"
https://rentals.ca/ottawa/6343-perth-street,3 ,3 ,N/A,$2100,"6343 PERTH STREET - Ottawa, ON"
https://rentals.ca/ottawa/2361-edwin-crescent,4 ,2 ,N/A,$2700,"2361 EDWIN CRESCENT - Ottawa, ON"
https://rentals.ca/ottawa/2083-river-road,4 ,3 ,N/A,$7500,"2083 RIVER ROAD - Ottawa, ON"
https://rentals.ca/ottawa/302-saint-andrew-street,3 ,1.5 ,N/A,$2495,"302 Saint Andrew Street - Ottawa, ON"
https://rentals.ca/ottawa/224-lyon-street-north-1,1.5 ,2 ,922 ,$2600,"224 Lyon Street North - Ottawa, ON"
https://rentals.ca/ottawa/19-melrose-avenue,2 ,2 ,N/A,$4190,"19 Melrose Avenue - Ottawa, ON"
https://rentals.ca/ottawa/353-lyon-street-north,3 ,1 ,750 ,$2400,"353 Lyon Street North - Ottawa, ON"
https://rentals.ca/ottawa/13-brent-avenue,5 ,2.5 ,2000 ,$2650,"13 Brent Avenue - Ottawa, ON"
https://rentals.ca/ottawa/820-mikinak-road,2 ,1 ,N/A,$1850,"820 Mikinak Road - Ottawa, ON"
https://rentals.ca/ottawa/185-cumberland-street,2 ,2.5 ,1100 ,$2600,"185 Cumberland Street - Ottawa, ON"
https://rentals.ca/ottawa/184-briston-private,2 ,1.5 ,N/A,$2200,"184 Briston Private - Ottawa, ON"
https://rentals.ca/ottawa/186-gladu-street,2 ,1 ,N/A,$1500,"186 Gladu Street - Ottawa, ON"
https://rentals.ca/ottawa/200-rideau-street-unit2306,2 ,2 ,N/A,$3500,"200 RIDEAU STREET UNIT#2306 - Ottawa, ON"
https://rentals.ca/ottawa/156-jardiniere-street,3 ,2.5 ,2000 ,$2499,"156 Jardiniere street - Ottawa, ON"
https://rentals.ca/ottawa/1698-russell-road,1 ,1 ,N/A,$1500,"1698 Russell Road - Ottawa, ON"
https://rentals.ca/ottawa/15-sumner-street,3 ,1.5 ,N/A,$2500,"15 Sumner Street - Ottawa, ON"
https://rentals.ca/ottawa/179-metcalfe-street-5,2 ,2 ,875 ,$2850,"179 Metcalfe Street - Ottawa, ON"
https://rentals.ca/ottawa/2146-lambeth-walk,4 ,1.5 ,1000 ,$2800,"2146 Lambeth Walk - Ottawa, ON"
https://rentals.ca/ottawa/19-melrose-avenue-unit202,2 ,2 ,N/A,$4190,"19 MELROSE AVENUE UNIT#202 - Ottawa, ON"
https://rentals.ca/ottawa/280-crichton-street-unit209,1 ,1 ,N/A,$2000,"280 CRICHTON STREET UNIT#209 - Ottawa, ON"
https://rentals.ca/ottawa/58-florence-street-unit8,2 ,1 ,N/A,$2395,"58 FLORENCE STREET UNIT#8 - Ottawa, ON"
https://rentals.ca/ottawa/364-crossway-terrace,3 ,3 ,N/A,$2100,"364 CROSSWAY TERRACE - Ottawa, ON"
https://rentals.ca/ottawa/203-catherine-street-unit707,0 ,1 ,N/A,$1700,"203 CATHERINE STREET UNIT#707 - Ottawa, ON"
https://rentals.ca/ottawa/401-golden-avenue-unit505,2 ,2 ,N/A,$2750,"401 GOLDEN AVENUE UNIT#505 - Ottawa, ON"
https://rentals.ca/ottawa/255-finsbury-avenue,3 ,3 ,N/A,$2400,"255 FINSBURY AVENUE - Ottawa, ON"
https://rentals.ca/ottawa/358-somerset-street-e,5 ,5 ,N/A,$8000,"358 SOMERSET STREET E - Ottawa, ON"
https://rentals.ca/ottawa/58-florence-street-unit4,2 ,1 ,N/A,$2800,"58 FLORENCE STREET UNIT#4 - Ottawa, ON"
https://rentals.ca/ottawa/179-george-street-unit205,2 ,2 ,N/A,$2400,"179 GEORGE STREET UNIT#205 - Ottawa, ON"
https://rentals.ca/ottawa/323-winona,2 ,2 ,N/A,$2250,"323 Winona - Ottawa, ON"
https://rentals.ca/ottawa/1502-lepage-avenue,3 ,1.5 ,986 ,$3200,"1502 Lepage Avenue - Ottawa, ON"
https://rentals.ca/ottawa/main-halyard-lane,3 ,2.5 ,1650 ,$2300,"Main Halyard Lane - Ottawa, ON"
https://rentals.ca/ottawa/2045-carling-avenue,2 ,1 ,N/A,$850,"2045 Carling Avenue - Ottawa, ON"
